Asset Planner ID,,,Screener and Approver,,,,,,,,,Asset Planner Data,,,,,,,,,,,,,,,Data Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seismic Data,,,,,,,,,Outputs from FEMA and SQST Sheets,,2013 Seismic Screening Data,,,,,,,
ID,Facility/Asset,Address,Review Phase,Approver,Screener,Drawings,Desktop Review Date,Site Visit,Site Review Date,Ready for Approval?,Approved?,Building Name,Development Category Indicator,Custom: CoV Ownership Status,SAP Building Number,Date Built,Year Built,NBC Code Year (Original Building),Current Replacement Value (June 2026),Gross Size (sq.ft.) - from Asset Planner - June 2026,CRV/sq.ft.,Floors Above Grade,Floors Below Grade,Building: General Summary,Building: Architectural Summary,Building: Heritage,Year(s) of Major Renovation(s),Description of Major Renovation,Building: Main Superstructure Material,Vertical Load Bearing System,Roof System,Floor System,Seismic Force Resisting System in the North-South Direction,Seismic Force Resisting System in the East-West Direction,Number of LDRS Bays in North-South Direction,Number of LDRS Bays in East-West Direction,Seismic Upgrade Year,Description of Seismic Upgrade,Seismic Upgrading Case,Building Height (Total Height Above Ground (m) to Roof Slab),"""Original"" Building Importance Factor Ie",Building Importance Factor Ie - Based on VBBL 2025 - Upgraded,Occupancy Type,Service Group,Replacement Cost (June 2026 $$),At-risk Population: Y/N?,Site Class,Basement,Basement Floor Plan Area (sq.m.),Ground Floor Plan Area (sq.m.),Roof Plan Area (sq.m.),Geological Hazards,Significant Alterations or Deviations,Material Conditions,Sesimic Isolation / Energy Dissipation Systems,Separation / Distance from Adjacent Structures (mm),Pounding Type Input,Pounding Type,Vertical Irregularity Input,Vertical Irregularity Description,Plan Irregularity Input,Plan Irregularity Description,Building Irregularity,Falling Hazards (Y/N),Exterior Non-structural Components - Restrained (Y/N),Interior Non-structural Components - Restrained (Y/N),URM (Y/N),FEMA P154 Special Cases,Remaining Occupancy Time,Category Functionality Class,Gross Area (including basement) (sq.m.),Seismic Weight (kN),Snow Load and Roof Weight (kN),Floor Weight - Above Grade (kN),LDRS Weight North-South Direction (kN),LDRS Weight East-West Direction (kN),Content Weight Based on Occupancy Type (kN),FEMA P154 RVS Level 2 Screening S-Score,SEG Level 2 - SQST S-Score,Building: Collapse Likelihood,Building: Post Disaster Importance,Building: Occupancy,Building: Seismic Screening Data,Building: Seismic S Score,Building: Seismic Risk,Longitude,Latitude
201,CWYD_6461_955 Evans Av_Evans Yard - Storage 2 (Small),955 Evans Av,Phase 1,,,,,,,,,Evans Yard - Storage 2 (Small),2 - Moderate Investment,City Owned,6461,1994-01,1994,1990,"$634,690","2,868",221,1,0,The building was constructed circa 1994. The building is provided mainly with systems and components originating from the initial building construction.,"The single-storey building foundations are likely standard foundations bearing on good native soil. The slab on grade appears to be cast in place concrete continuously supported by native soil or engineered fill. The building framing system consists of load bearing concrete masonry block units (CMU) and steel columns supporting steel beams, steel open web steel joists OWSJ with corrugated steel roof deck systems, 

The roof covering includes metal roofing. The building exterior walls are generally comprised of metal cladding ad exterior coating system. The exterior entrance doors are typically hollow metal doors set in metal frames and sliding hangar doors installed along the southern elevation. 

The interior partitions include a combination of concrete masonry units and wood panel sheathing. The interior finishes in the building include sealed concrete floors.",,N/A,,Metal Framed,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,Regular,,,,,,99,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#VALUE!,,Business Continuity,11-100,,10,Pre-Screen Low,-123.0849867,49.27207854
203,"PARK_2010_7800 Vivian Drive_Fraserview Golf Course Service Yard - Office, Garage",7800 Vivian Drive,Phase 1,,,,,,,,,"Fraserview Golf Course Service Yard - Office, Garage",2 - Moderate Investment,City Owned,2010,1996-01,1996,1995,"$607,028","2,743",221,1,0,"The Fraserview Golf Course - Office, Garage is understood to have been constructed circa 1996.","The single-story structure is constructed on concrete spread-footings that bear on native soil or engineered fill. Where exposed the foundation walls are poured concrete walls. The slab on grade is presumed to comprise reinforced poured in place concrete. The superstructure includes cast-in-place concrete masonry block walls & concrete construction supporting steel roof beams and steel corrugated roof deck systems.  No significant deficiencies were observed to suggest differential settlement of the building foundations or movement of the building structure.
The building is provided with metal roofing, exterior windows, overhead doors, and exterior doors. These systems range from fair to good condition.
The interior finishes in the building include painted floor finishes, ceramic floor finishes, painted wall assemblies, ceramic tile walls, and painted ceiling finish. The interior finishes range from poor to good condition.",,,,Masonry Walls,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,Regular,,,,,,99,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#VALUE!,,,Unknown,,10,Pre-Screen Low,-123.049644,49.21383263
213,CWYD_1347_290 E 51st Av_Sunset Nursery - Arboriculture Office and Shop,290 E 51st Av,Phase 1,,,,,,,,,Sunset Nursery - Arboriculture Office and Shop,3 - Limited Investment,City Owned,1347,1960-01,1960,1960,"$553,252","2,500",221,1,0,"Arboriculture Office and Shop is understood to have been constructed circa 1960, with no known addition or major renovation.","The single-story building appears to be constructed on spread footings. Where exposed, the superstructure appears to be of wood framed construction.  No significant deficiencies were observed to suggest differential settlement of the building foundations or movement of the building structure.

The building exterior walls are provided a board and batten style wood siding, with few metal frame windows, and wood access doors. The roof cover is a 2-ply modified bituminous roof assembly. The roof is considered to be in Critical condition based on the observed deficiencies and should be considered for replacement in the immediate future. Exterior cladding is considered to be in poor condition. Otherwise, the exterior doors and windows are considered to be in fair condition.

The interior finishes in the building include vinyl floor tiles, laminated wood floor, painted walls, and suspended ceiling tiles. The interior finishes appear to be in good to fair condition overall.",,,,Wood Framed,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,Regular,,,,,,99,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#VALUE!,,,Unknown,,10,Pre-Screen Low,-123.0991973,49.22360278
214,PARK_1248_3402 Charles St_Rupert Park Service Yard - Caretaker (Fieldhouse),3402 Charles St,Phase 1,,,,,,,,,Rupert Park Service Yard - Caretaker (Fieldhouse),2 - Moderate Investment,City Owned,1248,1970-01,1970,1970,"$553,252","2,500",221,1,0,The building was constructed circa 1970. The building was provided mainly with systems and components originating from the initial building construction.,"The single-storey building foundation are likely standard foundations bearing on good native soil.  The single-storey building is likely be wood columns, wood beams and truss roof suspended sloped roof structure. The exterior walls consist of wood siding.  The exterior doors include wood single- doors. The pitched roof surfaces are covered with asphalt shingles.

The interior partitions are painted gypsum wallboard. The interior floor finishes include sealed concrete floor finishes. The interior ceiling finishes include gypsum board painted ceiling . The interior doors are generally single wood set in matching wood frames.",,1995,,Wood Framed,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,Regular,,,,,,99,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#VALUE!,,,Unknown,,10,Pre-Screen Low,-123.0307151,49.27016853
215,CWYD_1305_5251 Oak St_VanDusen Garden Service Yard - Maintenance Building,5251 Oak St,Phase 1,,,,,,,,,VanDusen Garden Service Yard - Maintenance Building,3 - Limited Investment,City Owned,1305,1975-01,1975,1975,"$523,155","2,364",221,1,0,"Service Yard - Maintenance building is understood to have been constructed circa 1975. The building is largely provided with systems and components originating from the initial building construction. Known renewals include:
- The roof was replaced circa 2003
- Exterior wood siding walls were replaced circa 1993
- Exterior windows were replaced circa 1992","The single-storey building appears to be constructed on spread footings. Where exposed, the superstructure appears to be of wood framed and concrete masonry construction.  No significant deficiencies were observed to suggest differential settlement of the building foundations or movement of the building structure.

The building exterior walls are generally comprised of wood siding walls and painted concrete walls. The building windows are typically metal-framed with insulating glazing units (IGUs). The exterior doors are wood. The roof cover is a 2-ply modified bituminous roof assembly. Overall, the building envelope components appear to be in fair condition.

The interior finishes in the building include ceramic floor tiles, painted concrete floor, painted wall assemblies, ceramic wall tiles, and painted ceiling assemblies. The interior finishes appear to be in poor condition overall.",,,,Wood Framed,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,Regular,,,,,,99,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#VALUE!,,,Unknown,,10,Pre-Screen Low,-123.1303258,49.24082653
216,CWYD_4325_Stanley Park Service Yard_Wildlife Facility,Stanley Park Service Yard,Phase 1,,,,,,,,,Wildlife Facility,5 - No Investment,City Owned,4325,1960-01,1960,1960,"$472,477","2,135",221,1,0,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,Regular,,,,,,99,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#VALUE!,,,Unknown,,10,Pre-Screen Low,-123.1364504,49.30066073
217,PARK_2010_7800 Vivian Drive_Fraserview Golf Course Service Yard - Mobile Equipment Storage,7800 Vivian Drive,Phase 1,,,,,,,,,Fraserview Golf Course Service Yard - Mobile Equipment Storage,2 - Moderate Investment,City Owned,2010,1970-01,1970,1970,"$464,731","2,100",221,1,0,The Fraserview Golf Course - Mobile Equipment Storage is understood to have been constructed circa 1970.,"The single-story structure is constructed on concrete spread-footings that bear on native soil or engineered fill. Where exposed the foundation walls are poured concrete walls. The slab on grade is presumed to comprise reinforced poured in place concrete. The building’s structural framing system is likely steel columns, beams, and steel open web steel joists with steel roof beams and steel corrugated roof deck system. No significant deficiencies were observed to suggest differential settlement of the building foundations or movement of the building structure.
The building is provided with metal roofing system, sectional overhead doors, and an exterior metal door. These systems range from fair to good condition.",,,,Metal Framed,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,Regular,,,,,,99,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#VALUE!,,,Unknown,,10,Pre-Screen Low,-123.0491707,49.2137219
218,CWYD_1347_290 E 51st Av_Sunset Nursery - Caretakers Residence,290 E 51st Av,Phase 1,,,,,,,,,Sunset Nursery - Caretakers Residence,3 - Limited Investment,City Owned,1347,1930-01,1930,Pre-code,"$442,601","2,000",221,1,0,The Caretakers Residence is understood to have been constructed circa 1930. Major renovation project was underway during assessment (2022),"The two-storey building appears to be constructed on spread footings. Where exposed, the superstructure appears to be of wood framed construction.  No significant deficiencies were observed to suggest differential settlement of the building foundations or movement of the building structure.

The building exterior walls are generally comprised of board and batten style wood cladding, with wood doors  and single pane windows in wood frames. The sloped roof is covered with a wood shake assembly. Overall, the building envelope components appear to be in good to fair condition, with the exception of the windows which are considered in poor condition.

The interior finishes in the building had been removed during assessment and are being redone. The systems are being upgraded and will be in good condition.",,2022,,Wood Framed,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,Regular,,,,,,99,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#VALUE!,,,Unknown,,10,Pre-Screen Low,-123.0998588,49.22346654
219,PARK_1303_4600 Cambie St_Queen Elizabeth Park - Service Yard,4600 Cambie St,Phase 1,,,,,,,,,Queen Elizabeth Park - Service Yard,3 - Limited Investment,City Owned,1303,1965-01,1965,1965,"$410,734","1,856",221,1,0,"Queen Elizabeth Park service yard is understood to have been constructed circa 1965. The building is largely provided with systems and components originating from the initial building construction. Known renewals include:
- Some of the exterior windows were replaced circa 1985","The single-story building appears to be constructed on spread footings. Where exposed, the superstructure appears to be of wood-framed construction.  No significant deficiencies were observed to suggest differential settlement of the building foundations or movement of the building structure.

The building exterior walls are generally comprised of painted wood siding walls and stone masonry on all elevations. The building windows are typical of metal-framed insulated glass units (IGUs) and single glass units. The exterior entrance doors are hollow metal doors in metal frames. The roof cover is a cedar shingles roof assembly. Overall, the building envelope components appear to be in fair condition with the exception of the painted wood siding and cedar shingles which are in poor condition. 

The interior finishes in the building include ceramic floor tiles, vinyl floor tiles, exposed concrete floor, painted wall assemblies, ceramic wall tiles, and painted ceiling assemblies. The interior finishes appear to be in fair condition overall.",,,,Wood Framed,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,Regular,,,,,,99,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#VALUE!,,,Unknown,,10,Pre-Screen Low,-123.1115375,49.23878143
224,PARK_2010_7800 Vivian Drive_Fraserview Golf Course Service Yard - Storage Bunker,7800 Vivian Drive,Phase 1,,,,,,,,,Fraserview Golf Course Service Yard - Storage Bunker,2 - Moderate Investment,City Owned,2010,1980-01,1980,1980,"$120,816",800,151,1,0,The Fraserview Golf Course Service Yard - Storage Bunker is understood to have been constructed circa 1980. The building is largely provided with systems and components originating from the initial building construction.,"The single-story structure is constructed on concrete spread-footings that bear on native soil or engineered fill. The superstructure of the building features steel beam and steel truss roof system with corrugated steel roof deck.  No significant deficiencies were observed to suggest differential settlement of the building foundations or movement of the building structure.
The building is provided with galvanized metal composite panels with sub-framing are secured to the exterior wall structure. The exterior walls are in good condition.",,,,Metal Framed,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,Regular,,,,,,99,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#VALUE!,,,Unknown,,10,Pre-Screen Low,-123.0488986,49.21354893
